drug_a,drug_b,total_reports,serious_reports,serious_rate,lift,risk_score
LANSOPRAZOLE,PREGABALIN,20,20,1.0,1.0982222653477076,21.964445306954154
LEFLUNOMIDE,RITUXIMAB,20,20,1.0,1.0982222653477076,21.964445306954154
LEVAQUIN,PLAVIX,20,20,1.0,1.0982222653477076,21.964445306954154
LEVOFLOXACIN,METOCLOPRAMIDE,20,20,1.0,1.0982222653477076,21.964445306954154
LEVOFLOXACIN,ZOLPIDEM,20,20,1.0,1.0982222653477076,21.964445306954154
LEVOTHYROXINE,PEPCID,20,20,1.0,1.0982222653477076,21.964445306954154
LEXAPRO,METFORMIN,20,20,1.0,1.0982222653477076,21.964445306954154
LIDOCAINE,METFORMIN,20,20,1.0,1.0982222653477076,21.964445306954154
LIPITOR,TRAZODONE,20,20,1.0,1.0982222653477076,21.964445306954154
LIRAGLUTIDE,METFORMIN,20,20,1.0,1.0982222653477076,21.964445306954154
LORAZEPAM,METOCLOPRAMIDE,20,20,1.0,1.0982222653477076,21.964445306954154
LOVAZA,NEXIUM,20,20,1.0,1.0982222653477076,21.964445306954154
MAALOX ANTACID,NEXIUM 24HR,20,20,1.0,1.0982222653477076,21.964445306954154
MAALOX ANTACID,PREVACID,20,20,1.0,1.0982222653477076,21.964445306954154
MELOXICAM,ROLAIDS,20,20,1.0,1.0982222653477076,21.964445306954154
METFORMIN,NIVOLUMAB,20,20,1.0,1.0982222653477076,21.964445306954154
METFORMIN,TORASEMIDE,20,20,1.0,1.0982222653477076,21.964445306954154
METFORMIN HYDROCHLORIDE,NEXIUM,20,20,1.0,1.0982222653477076,21.964445306954154
METFORMIN HYDROCHLORIDE,SITAGLIPTIN PHOSPHATE MONOHYDRATE,20,20,1.0,1.0982222653477076,21.964445306954154
METHYLPREDNISOLONE,TRAZODONE,20,20,1.0,1.0982222653477076,21.964445306954154
METOCLOPRAMIDE,PREVACID 24 HR,20,20,1.0,1.0982222653477076,21.964445306954154
METRONIDAZOLE,VANCOMYCIN,20,20,1.0,1.0982222653477076,21.964445306954154
MIRTAZAPINE,PROMETHAZINE,20,20,1.0,1.0982222653477076,21.964445306954154
MONTELUKAST,ONDANSETRON,20,20,1.0,1.0982222653477076,21.964445306954154
MONTELUKAST,PRILOSEC OTC,20,20,1.0,1.0982222653477076,21.964445306954154
MYLANTA,ZANTAC,20,20,1.0,1.0982222653477076,21.964445306954154
NEURONTIN,PREVACID,20,20,1.0,1.0982222653477076,21.964445306954154
NEURONTIN,TRAMADOL,20,20,1.0,1.0982222653477076,21.964445306954154
NEXIUM,OXYCODONE-ACETAMINOPHEN,20,20,1.0,1.0982222653477076,21.964445306954154
NEXIUM,PROPRANOLOL,20,20,1.0,1.0982222653477076,21.964445306954154
NEXIUM,REGLAN,20,20,1.0,1.0982222653477076,21.964445306954154
NEXIUM,TRIAMTERENE,20,20,1.0,1.0982222653477076,21.964445306954154
NEXIUM 24HR,NYSTATIN,20,20,1.0,1.0982222653477076,21.964445306954154
NEXIUM 24HR,SPIRIVA,20,20,1.0,1.0982222653477076,21.964445306954154
NEXIUM 24HR,TOPIRAMATE,20,20,1.0,1.0982222653477076,21.964445306954154
NEXIUM 24HR,TRICOR,20,20,1.0,1.0982222653477076,21.964445306954154
NIFEDIPINE,PANTOPRAZOLE,20,20,1.0,1.0982222653477076,21.964445306954154
NITROSTAT,PROTONIX,20,20,1.0,1.0982222653477076,21.964445306954154
OMEPRAZOLE,PEPCID AC,20,20,1.0,1.0982222653477076,21.964445306954154
OXYCODONE,PLAVIX,20,20,1.0,1.0982222653477076,21.964445306954154
PANTOPRAZOLE,PREDNISOLONE,20,20,1.0,1.0982222653477076,21.964445306954154
PAROXETINE,TRAMADOL,20,20,1.0,1.0982222653477076,21.964445306954154
PENICILLIN,PREVACID,20,20,1.0,1.0982222653477076,21.964445306954154
PEPCID AC,TUMS,20,20,1.0,1.0982222653477076,21.964445306954154
PEPTO-BISMOL,RANITIDINE,20,20,1.0,1.0982222653477076,21.964445306954154
PLAQUENIL,TYLENOL,20,20,1.0,1.0982222653477076,21.964445306954154
PLAVIX,PROMETHAZINE,20,20,1.0,1.0982222653477076,21.964445306954154
POTASSIUM CHLORIDE,TYLENOL,20,20,1.0,1.0982222653477076,21.964445306954154
PRAVASTATIN,PROMETHAZINE,20,20,1.0,1.0982222653477076,21.964445306954154
PRAVASTATIN,ROLAIDS,20,20,1.0,1.0982222653477076,21.964445306954154
PREDNISONE,TOCILIZUMAB,20,20,1.0,1.0982222653477076,21.964445306954154
PREDNISONE,VERAPAMIL,20,20,1.0,1.0982222653477076,21.964445306954154
PREMARIN,PREVACID,20,20,1.0,1.0982222653477076,21.964445306954154
PREVACID,VENLAFAXINE,20,20,1.0,1.0982222653477076,21.964445306954154
PREVACID 24 HR,VITAMIN D3,20,20,1.0,1.0982222653477076,21.964445306954154
PRILOSEC,VALSARTAN,20,20,1.0,1.0982222653477076,21.964445306954154
PRILOSEC,VENTOLIN HFA,20,20,1.0,1.0982222653477076,21.964445306954154
PRILOSEC,VIAGRA,20,20,1.0,1.0982222653477076,21.964445306954154
PROTONIX,SPIRIVA,20,20,1.0,1.0982222653477076,21.964445306954154
PROTONIX,TAGAMET HB,20,20,1.0,1.0982222653477076,21.964445306954154
PROTONIX,TORSEMIDE,20,20,1.0,1.0982222653477076,21.964445306954154
PROTONIX,ZOLOFT,20,20,1.0,1.0982222653477076,21.964445306954154
RAMIPRIL,TORASEMIDE,20,20,1.0,1.0982222653477076,21.964445306954154
SPIRONOLACTONE,TUMS,20,20,1.0,1.0982222653477076,21.964445306954154
TEMAZEPAM,TRAMADOL,20,20,1.0,1.0982222653477076,21.964445306954154
TIZANIDINE,ZANTAC,20,20,1.0,1.0982222653477076,21.964445306954154
DICLOFENAC,VITAMIN D3,34,26,0.7647058823529411,0.8398170264423647,21.83524268750148
IBUPROFEN,VITAMIN C,34,26,0.7647058823529411,0.8398170264423647,21.83524268750148
PANTOPRAZOLE SODIUM,PREDNISONE,34,26,0.7647058823529411,0.8398170264423647,21.83524268750148
FUROSEMIDE,PANTOPRAZOLE SODIUM,29,24,0.8275862068965517,0.9088735989084478,21.812966373802745
LORAZEPAM,POTASSIUM CHLORIDE,29,24,0.8275862068965517,0.9088735989084478,21.812966373802745
MIRALAX,VITAMIN D3,29,24,0.8275862068965517,0.9088735989084478,21.812966373802745
SERTRALINE,SIMVASTATIN,29,24,0.8275862068965517,0.9088735989084478,21.812966373802745
ACYCLOVIR,AZITHROMYCIN ANHYDROUS,37,27,0.7297297297297297,0.8014054368753543,21.637946795634566
ASPIRIN,DULOXETINE,37,27,0.7297297297297297,0.8014054368753543,21.637946795634566
SYNTHROID,VITAMIN D3,37,27,0.7297297297297297,0.8014054368753543,21.637946795634566
ASPIRIN,NEURONTIN,27,23,0.8518518518518519,0.9355226704813806,21.517021421071753
ATORVASTATIN,XARELTO,27,23,0.8518518518518519,0.9355226704813806,21.517021421071753
AZITHROMYCIN ANHYDROUS,NYSTATIN,27,23,0.8518518518518519,0.9355226704813806,21.517021421071753
CEPHALEXIN,MONTELUKAST,27,23,0.8518518518518519,0.9355226704813806,21.517021421071753
CLOPIDOGREL,PREDNISONE,27,23,0.8518518518518519,0.9355226704813806,21.517021421071753
DIPHENHYDRAMINE,PREDNISONE,27,23,0.8518518518518519,0.9355226704813806,21.517021421071753
FLUCONAZOLE,SIMVASTATIN,27,23,0.8518518518518519,0.9355226704813806,21.517021421071753
FUROSEMIDE,METFORMIN HCL,27,23,0.8518518518518519,0.9355226704813806,21.517021421071753
GABAPENTIN,HYDROXYZINE,27,23,0.8518518518518519,0.9355226704813806,21.517021421071753
GABAPENTIN,MIRALAX,27,23,0.8518518518518519,0.9355226704813806,21.517021421071753
HUMIRA,VITAMIN D3,27,23,0.8518518518518519,0.9355226704813806,21.517021421071753
IBUPROFEN,SYMBICORT,27,23,0.8518518518518519,0.9355226704813806,21.517021421071753
LIDOCAINE,VITAMIN D3,27,23,0.8518518518518519,0.9355226704813806,21.517021421071753
LISINOPRIL,PANTOPRAZOLE SODIUM,27,23,0.8518518518518519,0.9355226704813806,21.517021421071753
LORATADINE,SIMVASTATIN,27,23,0.8518518518518519,0.9355226704813806,21.517021421071753
METHOTREXATE,TRAMADOL,27,23,0.8518518518518519,0.9355226704813806,21.517021421071753
METHYLPREDNISOLONE,PROAIR HFA,27,23,0.8518518518518519,0.9355226704813806,21.517021421071753
MIRTAZAPINE,NAPROXEN,27,23,0.8518518518518519,0.9355226704813806,21.517021421071753
MONTELUKAST,NAPROXEN,27,23,0.8518518518518519,0.9355226704813806,21.517021421071753
TYLENOL,VITAMIN C,27,23,0.8518518518518519,0.9355226704813806,21.517021421071753
ADVAIR HFA,SPIRIVA,32,25,0.78125,0.8579861448028966,21.449653620072414
AMLODIPINE,REVLIMID,32,25,0.78125,0.8579861448028966,21.449653620072414
ASPIRIN,FLONASE,32,25,0.78125,0.8579861448028966,21.449653620072414
ASPIRIN /00002701/,OMEPRAZOLE,32,25,0.78125,0.8579861448028966,21.449653620072414
BENZONATATE,LEVOFLOXACIN,32,25,0.78125,0.8579861448028966,21.449653620072414
CALCIUM,SIMVASTATIN,32,25,0.78125,0.8579861448028966,21.449653620072414
CLONAZEPAM,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,32,25,0.78125,0.8579861448028966,21.449653620072414
GLIPIZIDE,TAMSULOSIN,32,25,0.78125,0.8579861448028966,21.449653620072414
PRAVASTATIN,VITAMIN D,32,25,0.78125,0.8579861448028966,21.449653620072414
ACETAMINOPHEN,TAMSULOSIN,25,22,0.88,0.9664355935059827,21.26158305713162
ACETAMINOPHEN,VITAMIN C,25,22,0.88,0.9664355935059827,21.26158305713162
ALPRAZOLAM,FLUCONAZOLE,25,22,0.88,0.9664355935059827,21.26158305713162
AMBIEN,XYREM,25,22,0.88,0.9664355935059827,21.26158305713162
AMLODIPINE,LABETALOL,25,22,0.88,0.9664355935059827,21.26158305713162
AMLODIPINE,NITROGLYCERIN,25,22,0.88,0.9664355935059827,21.26158305713162
AMOXICILLIN,ROSUVASTATIN,25,22,0.88,0.9664355935059827,21.26158305713162
ASPIRIN,FENTANYL,25,22,0.88,0.9664355935059827,21.26158305713162
ASPIRIN,PROCHLORPERAZINE,25,22,0.88,0.9664355935059827,21.26158305713162
BACLOFEN,RANITIDINE,25,22,0.88,0.9664355935059827,21.26158305713162
CIPROFLOXACIN,CLARITHROMYCIN,25,22,0.88,0.9664355935059827,21.26158305713162
CIPROFLOXACIN,MONTELUKAST,25,22,0.88,0.9664355935059827,21.26158305713162
DEXILANT,VITAMIN D,25,22,0.88,0.9664355935059827,21.26158305713162
DILTIAZEM,FUROSEMIDE,25,22,0.88,0.9664355935059827,21.26158305713162
FINASTERIDE,SIMVASTATIN,25,22,0.88,0.9664355935059827,21.26158305713162
FLUTICASONE,IPRATROPIUM,25,22,0.88,0.9664355935059827,21.26158305713162
FLUTICASONE,PRAVASTATIN,25,22,0.88,0.9664355935059827,21.26158305713162
FUROSEMIDE,VITAMIN C,25,22,0.88,0.9664355935059827,21.26158305713162
GABAPENTIN,PRAMIPEXOLE,25,22,0.88,0.9664355935059827,21.26158305713162
GABAPENTIN,PREDNISOLONE,25,22,0.88,0.9664355935059827,21.26158305713162
GLIPIZIDE,NORCO,25,22,0.88,0.9664355935059827,21.26158305713162
HYDROCHLOROTHIAZIDE,LOSARTAN POTASSIUM,25,22,0.88,0.9664355935059827,21.26158305713162
HYDROCORTISONE,VITAMIN D3,25,22,0.88,0.9664355935059827,21.26158305713162
JANUVIA,LYRICA,25,22,0.88,0.9664355935059827,21.26158305713162
LOSARTAN POTASSIUM,SIMVASTATIN,25,22,0.88,0.9664355935059827,21.26158305713162
METFORMIN,NORCO,25,22,0.88,0.9664355935059827,21.26158305713162
METHOCARBAMOL,PANTOPRAZOLE,25,22,0.88,0.9664355935059827,21.26158305713162
METHOTREXATE,OXYCODONE,25,22,0.88,0.9664355935059827,21.26158305713162
METHOTREXATE,RANITIDINE,25,22,0.88,0.9664355935059827,21.26158305713162
NITROSTAT,OMEPRAZOLE,25,22,0.88,0.9664355935059827,21.26158305713162
PULMOZYME,ZENPEP,25,22,0.88,0.9664355935059827,21.26158305713162
SINGULAIR,XYREM,25,22,0.88,0.9664355935059827,21.26158305713162
TIZANIDINE,VITAMIN D3,25,22,0.88,0.9664355935059827,21.26158305713162
TRAMADOL,VENLAFAXINE,25,22,0.88,0.9664355935059827,21.26158305713162
VITAMIN B12,VITAMIN D,53,32,0.6037735849056604,0.6630775941722008,21.218483013510422
ASPIRIN,ENBREL,35,26,0.7428571428571429,0.8158222542582971,21.211378610715723
ADVAIR HFA,IBUPROFEN,30,24,0.8,0.8785778122781662,21.085867494675988
ALLOPURINOL,VITAMIN B12,30,24,0.8,0.8785778122781662,21.085867494675988
AMOXICILLIN,DEXAMETHASONE,30,24,0.8,0.8785778122781662,21.085867494675988
ASPIRIN,MELATONIN,30,24,0.8,0.8785778122781662,21.085867494675988
AZITHROMYCIN ANHYDROUS,SPIRIVA,30,24,0.8,0.8785778122781662,21.085867494675988
FISH OIL,GLIPIZIDE,30,24,0.8,0.8785778122781662,21.085867494675988
FISH OIL,MAGNESIUM,30,24,0.8,0.8785778122781662,21.085867494675988
FLUTICASONE PROPIONATE,OMEPRAZOLE,30,24,0.8,0.8785778122781662,21.085867494675988
INSULIN,OMEPRAZOLE,30,24,0.8,0.8785778122781662,21.085867494675988
ATORVASTATIN CALCIUM,LISINOPRIL,38,27,0.7105263157894737,0.7803158201154765,21.068527143117866
GABAPENTIN,ROSUVASTATIN,38,27,0.7105263157894737,0.7803158201154765,21.068527143117866
ADVAIR HFA,DOXYCYCLINE,23,21,0.9130434782608695,1.0027246770566027,21.057218218188655
ALBUTEROL SULFATE,VITAMIN D3,23,21,0.9130434782608695,1.0027246770566027,21.057218218188655
ALPRAZOLAM,PROAIR HFA,23,21,0.9130434782608695,1.0027246770566027,21.057218218188655
AMLODIPINE,CYMBALTA,23,21,0.9130434782608695,1.0027246770566027,21.057218218188655
AMOXICILLIN,GLIMEPIRIDE,23,21,0.9130434782608695,1.0027246770566027,21.057218218188655
AMOXICILLIN,SINGULAIR,23,21,0.9130434782608695,1.0027246770566027,21.057218218188655
ASPIRIN,BENICAR,23,21,0.9130434782608695,1.0027246770566027,21.057218218188655
ASPIRIN,PLAQUENIL,23,21,0.9130434782608695,1.0027246770566027,21.057218218188655
ATENOLOL,CLONAZEPAM,23,21,0.9130434782608695,1.0027246770566027,21.057218218188655
ATORVASTATIN,PREDNISOLONE,23,21,0.9130434782608695,1.0027246770566027,21.057218218188655
ATORVASTATIN CALCIUM,EMPAGLIFLOZIN,23,21,0.9130434782608695,1.0027246770566027,21.057218218188655
AZITHROMYCIN ANHYDROUS,MIRALAX,23,21,0.9130434782608695,1.0027246770566027,21.057218218188655
BUSPIRONE,METFORMIN,23,21,0.9130434782608695,1.0027246770566027,21.057218218188655
CALCIUM,PRILOSEC,23,21,0.9130434782608695,1.0027246770566027,21.057218218188655
CIPROFLOXACIN,SYNTHROID,23,21,0.9130434782608695,1.0027246770566027,21.057218218188655
CRESTOR,FLUTICASONE,23,21,0.9130434782608695,1.0027246770566027,21.057218218188655
CYCLOBENZAPRINE,OXYBUTYNIN,23,21,0.9130434782608695,1.0027246770566027,21.057218218188655
DEXAMETHASONE,LOPERAMIDE,23,21,0.9130434782608695,1.0027246770566027,21.057218218188655
DEXILANT,LORAZEPAM,23,21,0.9130434782608695,1.0027246770566027,21.057218218188655
DIAZEPAM,HYDROCODONE,23,21,0.9130434782608695,1.0027246770566027,21.057218218188655
DICLOFENAC SODIUM,IBUPROFEN,23,21,0.9130434782608695,1.0027246770566027,21.057218218188655
DOXYCYCLINE,MONTELUKAST,23,21,0.9130434782608695,1.0027246770566027,21.057218218188655
DOXYCYCLINE HYCLATE,IBUPROFEN,23,21,0.9130434782608695,1.0027246770566027,21.057218218188655
DOXYCYCLINE HYCLATE,PROTONIX,23,21,0.9130434782608695,1.0027246770566027,21.057218218188655
FENOFIBRATE,GABAPENTIN,23,21,0.9130434782608695,1.0027246770566027,21.057218218188655
GABAPENTIN,LOVASTATIN,23,21,0.9130434782608695,1.0027246770566027,21.057218218188655
HYDROCODONE BITARTRATE AND ACETAMINOPHEN,XYREM,23,21,0.9130434782608695,1.0027246770566027,21.057218218188655
HYDROXYZINE,METFORMIN,23,21,0.9130434782608695,1.0027246770566027,21.057218218188655
IBUPROFEN,MUPIROCIN,23,21,0.9130434782608695,1.0027246770566027,21.057218218188655
INSULIN,RAMIPRIL,23,21,0.9130434782608695,1.0027246770566027,21.057218218188655
ISOSORBIDE,METOPROLOL,23,21,0.9130434782608695,1.0027246770566027,21.057218218188655
JANUVIA,LORAZEPAM,23,21,0.9130434782608695,1.0027246770566027,21.057218218188655
LEVOTHYROXINE,METOPROLOL TARTRATE,23,21,0.9130434782608695,1.0027246770566027,21.057218218188655
LEVOTHYROXINE,WARFARIN,23,21,0.9130434782608695,1.0027246770566027,21.057218218188655
LOSARTAN,NOVOLOG,23,21,0.9130434782608695,1.0027246770566027,21.057218218188655
NAPROXEN,NORVASC,23,21,0.9130434782608695,1.0027246770566027,21.057218218188655
NORVASC,PREDNISONE,23,21,0.9130434782608695,1.0027246770566027,21.057218218188655
NYSTATIN,ONDANSETRON,23,21,0.9130434782608695,1.0027246770566027,21.057218218188655
PRILOSEC,TOPAMAX,23,21,0.9130434782608695,1.0027246770566027,21.057218218188655
PROAIR HFA,TRAZODONE,23,21,0.9130434782608695,1.0027246770566027,21.057218218188655
RANITIDINE,SINGULAIR,23,21,0.9130434782608695,1.0027246770566027,21.057218218188655
SIMVASTATIN,SYNTHROID,23,21,0.9130434782608695,1.0027246770566027,21.057218218188655
ACETAMINOPHEN,DULOXETINE,21,20,0.9523809523809523,1.0459259669978167,20.918519339956333
ACETAMINOPHEN,METOCLOPRAMIDE,21,20,0.9523809523809523,1.0459259669978167,20.918519339956333
ACETAMINOPHEN,NYSTATIN,21,20,0.9523809523809523,1.0459259669978167,20.918519339956333
ACETYLSALICYLIC ACID,IBUPROFEN,21,20,0.9523809523809523,1.0459259669978167,20.918519339956333
ADVAIR HFA,RANITIDINE,21,20,0.9523809523809523,1.0459259669978167,20.918519339956333
ALBUTEROL,FLUCONAZOLE,21,20,0.9523809523809523,1.0459259669978167,20.918519339956333
ALEVE,IBUPROFEN,21,20,0.9523809523809523,1.0459259669978167,20.918519339956333
ALLOPURINOL,METHOTREXATE,21,20,0.9523809523809523,1.0459259669978167,20.918519339956333
ALLOPURINOL,TRAZODONE,21,20,0.9523809523809523,1.0459259669978167,20.918519339956333
ALPRAZOLAM,CRESTOR,21,20,0.9523809523809523,1.0459259669978167,20.918519339956333
ALPRAZOLAM,FAMOTIDINE,21,20,0.9523809523809523,1.0459259669978167,20.918519339956333
AMBIEN,AZITHROMYCIN ANHYDROUS,21,20,0.9523809523809523,1.0459259669978167,20.918519339956333
AMBIEN,CIPROFLOXACIN,21,20,0.9523809523809523,1.0459259669978167,20.918519339956333
AMBIEN,CYMBALTA,21,20,0.9523809523809523,1.0459259669978167,20.918519339956333
AMLODIPINE,CHOLECALCIFEROL,21,20,0.9523809523809523,1.0459259669978167,20.918519339956333
AMLODIPINE,SODIUM BICARBONATE,21,20,0.9523809523809523,1.0459259669978167,20.918519339956333
AMLODIPINE BESYLATE,BENZONATATE,21,20,0.9523809523809523,1.0459259669978167,20.918519339956333
AMLODIPINE BESYLATE,LIPITOR,21,20,0.9523809523809523,1.0459259669978167,20.918519339956333
AMOXICILLIN,DULOXETINE,21,20,0.9523809523809523,1.0459259669978167,20.918519339956333
AMOXICILLIN,LEVEMIR,21,20,0.9523809523809523,1.0459259669978167,20.918519339956333
ASPIRIN,DOXAZOSIN,21,20,0.9523809523809523,1.0459259669978167,20.918519339956333
ASPIRIN,ERGOCALCIFEROL,21,20,0.9523809523809523,1.0459259669978167,20.918519339956333
ASPIRIN,ISOSORBIDE,21,20,0.9523809523809523,1.0459259669978167,20.918519339956333
ASPIRIN,METOLAZONE,21,20,0.9523809523809523,1.0459259669978167,20.918519339956333
ASPIRIN,SENNA,21,20,0.9523809523809523,1.0459259669978167,20.918519339956333
AUGMENTIN,AZITHROMYCIN ANHYDROUS,21,20,0.9523809523809523,1.0459259669978167,20.918519339956333
AZITHROMYCIN ANHYDROUS,HYDROXYZINE,21,20,0.9523809523809523,1.0459259669978167,20.918519339956333
AZITHROMYCIN ANHYDROUS,ISOSORBIDE,21,20,0.9523809523809523,1.0459259669978167,20.918519339956333
AZITHROMYCIN ANHYDROUS,NORCO,21,20,0.9523809523809523,1.0459259669978167,20.918519339956333
BENZONATATE,FLUCONAZOLE,21,20,0.9523809523809523,1.0459259669978167,20.918519339956333
BENZONATATE,SPIRONOLACTONE,21,20,0.9523809523809523,1.0459259669978167,20.918519339956333
BISOPROLOL,PREDNISONE,21,20,0.9523809523809523,1.0459259669978167,20.918519339956333
BUMETANIDE,LISINOPRIL,21,20,0.9523809523809523,1.0459259669978167,20.918519339956333
BUPROPION,DEXILANT,21,20,0.9523809523809523,1.0459259669978167,20.918519339956333
CALCITRIOL,GABAPENTIN,21,20,0.9523809523809523,1.0459259669978167,20.918519339956333
CALCITRIOL,LISINOPRIL,21,20,0.9523809523809523,1.0459259669978167,20.918519339956333
CARVEDILOL,METRONIDAZOLE,21,20,0.9523809523809523,1.0459259669978167,20.918519339956333
CARVEDILOL,SERTRALINE,21,20,0.9523809523809523,1.0459259669978167,20.918519339956333
CARVEDILOL,TRAZODONE,21,20,0.9523809523809523,1.0459259669978167,20.918519339956333
CARVEDILOL,ZOLPIDEM,21,20,0.9523809523809523,1.0459259669978167,20.918519339956333
CEFDINIR,DOXYCYCLINE,21,20,0.9523809523809523,1.0459259669978167,20.918519339956333
CEPHALEXIN,TOPROL XL,21,20,0.9523809523809523,1.0459259669978167,20.918519339956333
CEPHALEXIN /00145501/,GABAPENTIN,21,20,0.9523809523809523,1.0459259669978167,20.918519339956333
CHLORTHALIDONE,NEXIUM,21,20,0.9523809523809523,1.0459259669978167,20.918519339956333
CIPROFLOXACIN,CYANOCOBALAMIN,21,20,0.9523809523809523,1.0459259669978167,20.918519339956333
CITALOPRAM,LANTUS,21,20,0.9523809523809523,1.0459259669978167,20.918519339956333
CLINDAMYCIN,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,21,20,0.9523809523809523,1.0459259669978167,20.918519339956333
CLONIDINE,TRAZODONE,21,20,0.9523809523809523,1.0459259669978167,20.918519339956333
CLOPIDOGREL,FENOFIBRATE,21,20,0.9523809523809523,1.0459259669978167,20.918519339956333
CLOPIDOGREL,LEVOFLOXACIN,21,20,0.9523809523809523,1.0459259669978167,20.918519339956333
COLECALCIFEROL,SITAGLIPTIN,21,20,0.9523809523809523,1.0459259669978167,20.918519339956333
COSENTYX,METFORMIN,21,20,0.9523809523809523,1.0459259669978167,20.918519339956333
CRESTOR,DIAZEPAM,21,20,0.9523809523809523,1.0459259669978167,20.918519339956333
CYCLOBENZAPRINE,DOXYCYCLINE HYCLATE,21,20,0.9523809523809523,1.0459259669978167,20.918519339956333
CYCLOBENZAPRINE,TIZANIDINE,21,20,0.9523809523809523,1.0459259669978167,20.918519339956333
DEXILANT,SYMBICORT,21,20,0.9523809523809523,1.0459259669978167,20.918519339956333
DIAZEPAM,METHYLPREDNISOLONE,21,20,0.9523809523809523,1.0459259669978167,20.918519339956333
DIAZEPAM,ZOLPIDEM,21,20,0.9523809523809523,1.0459259669978167,20.918519339956333
DILTIAZEM,PANTOPRAZOLE,21,20,0.9523809523809523,1.0459259669978167,20.918519339956333
DIOVAN,LIPITOR,21,20,0.9523809523809523,1.0459259669978167,20.918519339956333
DIPHENHYDRAMINE,OXYCODONE,21,20,0.9523809523809523,1.0459259669978167,20.918519339956333
DOCETAXEL,PERTUZUMAB,21,20,0.9523809523809523,1.0459259669978167,20.918519339956333
DOCUSATE SODIUM,FUROSEMIDE,21,20,0.9523809523809523,1.0459259669978167,20.918519339956333
DOXYCYCLINE,ERYTHROMYCIN,21,20,0.9523809523809523,1.0459259669978167,20.918519339956333
DOXYCYCLINE,SYMBICORT,21,20,0.9523809523809523,1.0459259669978167,20.918519339956333
DOXYCYCLINE HYCLATE,SIMVASTATIN,21,20,0.9523809523809523,1.0459259669978167,20.918519339956333
EMPAGLIFLOZIN,METGLUCO,21,20,0.9523809523809523,1.0459259669978167,20.918519339956333
ESOMEPRAZOLE,HYDROCHLOROTHIAZIDE,21,20,0.9523809523809523,1.0459259669978167,20.918519339956333
FENTANYL,FUROSEMIDE,21,20,0.9523809523809523,1.0459259669978167,20.918519339956333
FLUOXETINE,HYDROCHLOROTHIAZIDE,21,20,0.9523809523809523,1.0459259669978167,20.918519339956333
FUROSEMIDE,LATANOPROST,21,20,0.9523809523809523,1.0459259669978167,20.918519339956333
FUROSEMIDE,NASONEX,21,20,0.9523809523809523,1.0459259669978167,20.918519339956333
FUROSEMIDE,OXYBUTYNIN,21,20,0.9523809523809523,1.0459259669978167,20.918519339956333
GLIMEPIRIDE,RAMIPRIL,21,20,0.9523809523809523,1.0459259669978167,20.918519339956333
HYDRALAZINE,LYRICA,21,20,0.9523809523809523,1.0459259669978167,20.918519339956333
HYDRALAZINE,WARFARIN,21,20,0.9523809523809523,1.0459259669978167,20.918519339956333
HYDROCODONE,LEVAQUIN,21,20,0.9523809523809523,1.0459259669978167,20.918519339956333
HYDROCODONE,LYRICA,21,20,0.9523809523809523,1.0459259669978167,20.918519339956333
HYDROCODONE/ACETAMINOPHEN,PROTONIX,21,20,0.9523809523809523,1.0459259669978167,20.918519339956333
IBUPROFEN,OXYCODONE HYDROCHLORIDE,21,20,0.9523809523809523,1.0459259669978167,20.918519339956333
IBUPROFEN,VENTOLIN,21,20,0.9523809523809523,1.0459259669978167,20.918519339956333
LEVEMIR,PANTOPRAZOLE,21,20,0.9523809523809523,1.0459259669978167,20.918519339956333
LEVOFLOXACIN,NYSTATIN,21,20,0.9523809523809523,1.0459259669978167,20.918519339956333
LEVOFLOXACIN,SPIRONOLACTONE,21,20,0.9523809523809523,1.0459259669978167,20.918519339956333
LEVOTHYROXINE SODIUM,NEXIUM,21,20,0.9523809523809523,1.0459259669978167,20.918519339956333
LIDOCAINE,PANTOPRAZOLE,21,20,0.9523809523809523,1.0459259669978167,20.918519339956333
LIPITOR,MELOXICAM,21,20,0.9523809523809523,1.0459259669978167,20.918519339956333
LISINOPRIL,OXYCONTIN,21,20,0.9523809523809523,1.0459259669978167,20.918519339956333
LISINOPRIL,PAROXETINE,21,20,0.9523809523809523,1.0459259669978167,20.918519339956333
LISINOPRIL,TORSEMIDE,21,20,0.9523809523809523,1.0459259669978167,20.918519339956333
LORATADINE,METHYLPREDNISOLONE,21,20,0.9523809523809523,1.0459259669978167,20.918519339956333
LOVASTATIN,OMEPRAZOLE,21,20,0.9523809523809523,1.0459259669978167,20.918519339956333
LYRICA,NITROFURANTOIN,21,20,0.9523809523809523,1.0459259669978167,20.918519339956333
METFORMIN,TORSEMIDE,21,20,0.9523809523809523,1.0459259669978167,20.918519339956333
METFORMIN,TRICOR,21,20,0.9523809523809523,1.0459259669978167,20.918519339956333
METRONIDAZOLE,NITROFURANTOIN,21,20,0.9523809523809523,1.0459259669978167,20.918519339956333
MONTELUKAST,PROTONIX,21,20,0.9523809523809523,1.0459259669978167,20.918519339956333
MORPHINE,TRAMADOL,21,20,0.9523809523809523,1.0459259669978167,20.918519339956333
NAPROXEN,VENTOLIN,21,20,0.9523809523809523,1.0459259669978167,20.918519339956333
NEXIUM,TRAMADOL HYDROCHLORIDE,21,20,0.9523809523809523,1.0459259669978167,20.918519339956333
